Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
3947,108,2935,2024-12-07,1,52.0,Online
3948,104,3620,2024-12-07,3,324.0,Online
3949,117,2597,2024-12-07,1,21.6,Online
3950,103,2527,2024-12-07,1,27.0,Online
3951,114,2309,2024-12-07,1,153.0,In-Store
3952,118,4715,2024-12-07,3,122.4,Online
3953,106,2972,2024-12-08,1,46.75,Online
3954,117,5423,2024-12-08,2,40.8,Online
3955,101,5881,2024-12-08,1,22.5,Online
3956,101,4491,2024-12-08,1,22.5,Online
3957,102,2436,2024-12-08,3,202.5,In-Store
3958,101,2007,2024-12-08,1,21.25,In-Store
3959,107,2989,2024-12-08,1,40.5,Online
3960,103,4735,2024-12-08,2,54.0,Online
3961,117,2881,2024-12-08,2,38.4,Online
3962,118,2611,2024-12-08,1,40.8,Online
3963,120,5165,2024-12-08,2,270.0,In-Store
3964,116,5495,2024-12-08,3,86.4,Online
3965,110,4833,2024-12-08,1,51.0,Online
3966,119,3527,2024-12-08,1,59.5,Online
3967,101,5234,2024-12-08,3,67.5,Online
3968,107,3476,2024-12-08,1,38.25,In-Store
3969,103,3553,2024-12-08,2,51.0,In-Store
3970,109,5692,2024-12-08,1,31.5,Online
3971,117,3398,2024-12-08,1,19.2,Online
3972,115,2938,2024-12-08,3,216.75,Online
3973,111,4582,2024-12-08,1,81.0,Online
3974,101,2119,2024-12-08,1,20.0,Online
3975,109,4242,2024-12-08,1,31.5,Online
3976,116,4678,2024-12-08,1,28.8,Online
3977,107,4637,2024-12-08,1,36.0,Online
3978,102,2319,2024-12-08,1,67.5,Online
3979,116,2866,2024-12-08,2,51.2,Online
3980,118,5835,2024-12-09,1,40.8,In-Store
3981,103,4715,2024-12-09,2,54.0,Online
3982,110,2485,2024-12-09,1,48.0,Online
3983,116,2922,2024-12-09,4,102.4,Online
3984,110,2708,2024-12-09,3,153.0,Online
3985,102,4726,2024-12-09,2,127.5,Online
3986,119,3529,2024-12-09,1,56.0,Online
3987,106,4440,2024-12-09,1,44.0,Online
3988,110,2207,2024-12-09,4,204.0,In-Store
3989,119,3424,2024-12-09,1,59.5,In-Store
3990,119,2959,2024-12-09,1,59.5,Online
3991,101,4863,2024-12-09,3,63.75,Online
3992,113,4611,2024-12-09,2,44.8,In-Store
3993,101,3038,2024-12-09,1,21.25,In-Store
3994,101,3524,2024-12-09,1,21.25,In-Store
3995,119,4863,2024-12-09,3,189.0,Online
3996,115,2590,2024-12-09,4,272.0,Online
3997,109,2297,2024-12-09,1,29.75,Online
3998,105,2760,2024-12-09,1,18.0,Online
3999,112,2436,2024-12-09,3,264.0,Online
4000,115,3888,2024-12-09,2,136.0,Online
4001,117,5291,2024-12-09,2,40.8,Online
4002,114,3945,2024-12-09,1,144.0,Online
4003,117,3997,2024-12-10,1,19.2,Online
4004,120,5916,2024-12-10,2,270.0,Online
4005,117,5033,2024-12-10,2,40.8,Online
4006,108,3949,2024-12-10,1,55.25,In-Store
4007,110,4884,2024-12-10,2,96.0,Online
4008,108,2901,2024-12-10,1,55.25,In-Store
4009,107,2989,2024-12-10,2,81.0,Online
4010,104,4532,2024-12-10,1,102.0,Online
4011,110,2053,2024-12-10,1,51.0,Online
4012,108,5947,2024-12-10,2,110.5,In-Store
4013,104,2031,2024-12-10,1,108.0,In-Store
4014,110,5095,2024-12-10,2,102.0,Online
4015,108,3206,2024-12-10,1,58.5,Online
4016,102,3356,2024-12-10,1,60.0,Online
4017,116,5161,2024-12-10,3,76.8,Online
4018,115,5380,2024-12-10,1,72.25,Online
4019,116,5459,2024-12-10,1,25.6,Online
4020,104,5959,2024-12-10,1,102.0,Online
4021,105,3847,2024-12-10,1,18.0,Online
4022,119,4066,2024-12-10,3,178.5,In-Store
4023,112,3261,2024-12-10,2,187.0,Online
4024,106,4626,2024-12-10,2,93.5,Online
4025,120,2957,2024-12-10,1,127.5,Online
4026,103,4923,2024-12-10,1,27.0,Online
4027,105,5595,2024-12-10,2,36.0,Online
4028,112,2555,2024-12-10,1,99.0,Online
4029,105,3223,2024-12-10,1,18.0,Online
4030,112,5182,2024-12-10,2,176.0,Online
4031,103,3555,2024-12-10,1,25.5,Online
4032,109,5979,2024-12-10,2,56.0,Online
4033,101,3955,2024-12-10,1,22.5,In-Store
4034,117,2320,2024-12-10,2,38.4,Online
4035,101,2707,2024-12-10,3,67.5,In-Store
4036,103,4818,2024-12-10,4,96.0,Online
4037,119,4802,2024-12-10,1,56.0,Online
4038,102,2801,2024-12-10,1,63.75,In-Store
4039,111,3236,2024-12-10,1,81.0,In-Store
4040,106,2159,2024-12-10,2,88.0,Online
4041,107,3511,2024-12-10,2,81.0,In-Store
4042,110,2521,2024-12-10,3,162.0,Online
4043,108,4678,2024-12-10,2,117.0,Online
4044,106,3390,2024-12-10,1,46.75,In-Store
4045,113,3120,2024-12-10,1,23.8,Online
4046,101,3759,2024-12-10,1,22.5,Online
4047,116,2823,2024-12-10,1,25.6,Online
4048,102,5269,2024-12-10,1,63.75,Online
4049,106,5900,2024-12-10,1,49.5,Online
4050,106,5626,2024-12-10,4,176.0,Online
4051,106,3155,2024-12-10,1,46.75,In-Store
4052,106,4874,2024-12-10,1,49.5,In-Store
4053,101,4445,2024-12-10,1,20.0,Online
4054,118,4053,2024-12-10,2,86.4,Online
4055,119,3424,2024-12-10,4,238.0,Online
4056,113,2354,2024-12-10,1,23.8,Online
4057,107,3757,2024-12-10,1,38.25,In-Store
4058,116,5896,2024-12-10,1,25.6,In-Store
4059,108,4401,2024-12-10,1,52.0,Online
4060,108,4118,2024-12-10,1,58.5,Online
4061,110,2876,2024-12-10,1,48.0,Online
4062,101,2561,2024-12-10,1,20.0,Online
4063,101,5805,2024-12-10,1,22.5,Online
4064,118,5523,2024-12-10,1,43.2,In-Store
4065,115,5718,2024-12-10,1,72.25,In-Store
4066,112,4307,2024-12-10,2,176.0,In-Store
4067,102,4198,2024-12-11,3,191.25,Online
4068,120,3588,2024-12-11,3,405.0,Online
4069,109,4978,2024-12-11,3,84.0,In-Store
4070,119,3017,2024-12-11,4,252.0,In-Store
4071,101,5454,2024-12-11,1,22.5,Online
4072,109,2606,2024-12-11,3,84.0,Online
4073,107,4722,2024-12-11,1,36.0,Online
4074,101,3206,2024-12-11,1,20.0,Online
4075,112,3304,2024-12-11,2,187.0,Online
4076,107,4541,2024-12-11,1,40.5,Online
4077,105,4752,2024-12-11,1,20.25,Online
4078,111,5276,2024-12-11,1,81.0,Online
4079,109,2757,2024-12-11,5,140.0,Online
4080,110,5452,2024-12-11,2,108.0,Online
4081,111,4307,2024-12-11,1,81.0,In-Store
4082,109,2200,2024-12-11,1,29.75,Online
4083,103,3553,2024-12-11,1,24.0,Online
4084,101,2858,2024-12-11,1,22.5,Online
4085,101,2986,2024-12-11,2,42.5,Online
4086,107,4213,2024-12-11,1,36.0,Online
4087,108,4505,2024-12-11,1,55.25,In-Store
4088,101,5234,2024-12-11,1,22.5,Online
4089,105,2092,2024-12-11,1,18.0,In-Store
4090,101,5545,2024-12-11,1,20.0,Online
4091,114,5927,2024-12-11,2,288.0,Online
4092,114,4801,2024-12-11,2,306.0,Online
4093,118,3512,2024-12-11,1,38.4,In-Store
4094,101,2378,2024-12-11,1,21.25,Online
4095,118,2380,2024-12-11,1,43.2,Online
4096,102,2757,2024-12-11,3,202.5,Online
4097,110,4645,2024-12-11,1,48.0,Online
4098,120,3881,2024-12-11,1,120.0,Online
4099,105,3142,2024-12-11,2,40.5,Online
4100,105,5108,2024-12-11,1,19.12,Online
4101,114,4698,2024-12-11,2,306.0,Online
4102,108,3686,2024-12-11,1,55.25,Online
4103,106,4975,2024-12-11,2,93.5,Online
4104,105,5956,2024-12-11,1,18.0,Online
4105,106,5873,2024-12-11,1,44.0,Online
4106,111,3511,2024-12-11,2,162.0,Online
4107,109,5108,2024-12-11,1,31.5,Online
4108,110,4780,2024-12-11,1,51.0,Online
4109,115,5451,2024-12-11,1,68.0,Online
4110,102,5422,2024-12-11,1,63.75,Online
4111,116,2033,2024-12-11,3,86.4,Online
4112,102,3048,2024-12-11,4,270.0,In-Store
4113,119,3397,2024-12-11,1,56.0,Online
4114,108,3774,2024-12-11,1,55.25,Online
4115,109,2986,2024-12-11,1,28.0,Online
4116,119,5940,2024-12-11,1,63.0,Online
4117,110,3626,2024-12-11,1,51.0,Online
4118,118,5989,2024-12-11,2,86.4,In-Store
4119,118,4032,2024-12-11,1,43.2,Online
4120,119,5458,2024-12-11,4,238.0,Online
4121,105,2917,2024-12-11,1,18.0,In-Store
4122,116,3036,2024-12-11,3,81.6,In-Store
4123,104,2822,2024-12-11,1,108.0,Online
4124,118,4100,2024-12-11,1,40.8,In-Store
4125,106,3497,2024-12-12,2,99.0,Online
4126,102,2033,2024-12-12,1,60.0,Online
4127,118,5416,2024-12-12,3,129.6,Online
4128,101,3620,2024-12-12,1,21.25,Online
4129,118,2092,2024-12-12,1,40.8,Online
4130,107,5987,2024-12-12,2,76.5,Online
4131,106,5647,2024-12-12,1,46.75,Online
4132,107,4910,2024-12-12,1,40.5,Online
4133,119,3610,2024-12-12,2,119.0,Online
4134,105,5045,2024-12-12,1,20.25,Online
4135,118,2033,2024-12-12,3,115.2,In-Store
4136,115,3265,2024-12-12,4,272.0,In-Store
4137,104,4413,2024-12-12,1,96.0,In-Store
4138,111,5447,2024-12-12,2,153.0,In-Store
4139,109,5139,2024-12-12,2,63.0,Online
4140,101,5530,2024-12-12,2,45.0,Online
4141,116,3052,2024-12-12,1,28.8,Online
4142,104,2116,2024-12-12,1,108.0,Online
4143,103,5680,2024-12-12,1,25.5,In-Store
4144,105,4894,2024-12-12,1,19.12,In-Store
4145,114,2042,2024-12-12,3,486.0,Online
4146,101,4905,2024-12-12,4,80.0,Online
4147,105,3219,2024-12-12,1,18.0,Online
4148,109,3945,2024-12-12,4,119.0,Online
4149,107,4563,2024-12-12,1,40.5,Online
4150,116,5856,2024-12-12,3,86.4,In-Store
4151,116,4824,2024-12-12,2,57.6,In-Store
4152,101,4885,2024-12-12,2,42.5,Online
4153,116,3786,2024-12-12,3,81.6,Online
4154,108,3877,2024-12-12,2,104.0,In-Store
4155,120,2665,2024-12-12,3,360.0,Online
4156,113,5859,2024-12-12,1,23.8,Online
4157,112,5737,2024-12-12,1,88.0,Online
4158,109,5291,2024-12-12,2,63.0,Online
4159,113,3879,2024-12-12,1,22.4,Online
4160,101,2574,2024-12-12,4,80.0,Online
4161,102,3447,2024-12-12,2,120.0,In-Store
4162,102,3604,2024-12-12,2,135.0,Online
4163,110,3368,2024-12-12,1,54.0,Online
4164,112,4618,2024-12-12,1,93.5,In-Store
4165,115,2029,2024-12-12,1,68.0,In-Store
4166,103,2134,2024-12-12,2,54.0,Online
4167,115,5737,2024-12-12,1,72.25,Online
4168,101,5572,2024-12-12,1,21.25,In-Store
4169,101,3511,2024-12-12,1,21.25,Online
4170,119,5312,2024-12-12,1,56.0,Online
4171,103,3597,2024-12-12,1,27.0,In-Store
4172,111,5126,2024-12-12,1,76.5,Online
4173,115,5927,2024-12-12,1,72.25,Online
4174,105,5934,2024-12-12,1,18.0,Online
4175,102,4398,2024-12-12,1,67.5,Online
4176,113,2908,2024-12-12,2,44.8,Online
4177,106,4362,2024-12-12,1,49.5,Online
4178,112,5191,2024-12-12,2,187.0,Online
4179,109,3044,2024-12-12,2,56.0,Online
4180,106,5342,2024-12-12,1,44.0,Online
4181,116,4672,2024-12-12,1,25.6,Online
4182,105,4082,2024-12-12,2,36.0,Online
4183,117,2134,2024-12-12,1,19.2,In-Store
4184,107,2767,2024-12-12,1,40.5,In-Store
4185,111,4246,2024-12-12,2,162.0,In-Store
4186,119,4373,2024-12-12,4,224.0,In-Store
4187,106,4036,2024-12-12,1,46.75,Online
4188,107,5273,2024-12-13,1,36.0,Online
4189,106,5315,2024-12-13,2,93.5,Online
4190,105,5088,2024-12-13,2,38.25,In-Store
4191,118,3142,2024-12-13,1,40.8,Online
4192,101,2708,2024-12-13,2,40.0,In-Store
4193,102,2880,2024-12-13,1,67.5,Online
4194,105,4036,2024-12-13,1,20.25,In-Store
4195,115,4825,2024-12-13,1,72.25,In-Store
4196,106,2319,2024-12-13,1,46.75,In-Store
4197,118,5486,2024-12-13,1,43.2,In-Store
4198,106,3842,2024-12-13,1,46.75,Online
4199,103,4918,2024-12-13,3,76.5,Online
4200,118,2320,2024-12-13,2,81.6,Online
4201,117,3205,2024-12-13,1,21.6,Online
4202,106,3821,2024-12-13,3,140.25,In-Store
4203,114,2207,2024-12-13,1,162.0,Online
4204,102,2950,2024-12-13,1,63.75,Online
4205,120,4646,2024-12-13,1,120.0,Online
4206,106,5431,2024-12-13,5,233.75,Online
4207,118,2940,2024-12-13,1,43.2,Online
4208,103,4465,2024-12-13,3,81.0,Online
4209,113,4541,2024-12-13,5,119.0,Online
4210,101,5677,2024-12-13,1,20.0,In-Store
4211,105,3236,2024-12-13,2,36.0,Online
4212,105,2734,2024-12-13,1,19.12,In-Store
4213,101,3708,2024-12-13,1,20.0,Online
4214,101,4153,2024-12-13,3,60.0,Online
4215,103,3553,2024-12-13,1,25.5,Online
4216,102,5653,2024-12-13,2,120.0,Online
4217,115,3849,2024-12-13,1,76.5,In-Store
4218,111,5636,2024-12-13,1,76.5,Online
4219,117,5714,2024-12-13,2,40.8,Online
4220,108,4143,2024-12-13,1,58.5,In-Store
4221,117,2903,2024-12-13,1,19.2,Online
4222,116,4823,2024-12-13,2,54.4,Online
4223,112,3071,2024-12-13,1,93.5,Online
4224,115,2684,2024-12-13,1,68.0,Online
4225,106,4046,2024-12-13,4,176.0,Online
4226,103,4493,2024-12-13,2,51.0,Online
4227,107,3212,2024-12-13,1,38.25,Online
4228,118,2796,2024-12-13,1,43.2,Online
4229,110,3686,2024-12-13,2,108.0,Online
4230,103,5496,2024-12-13,2,54.0,Online
4231,102,3529,2024-12-13,1,67.5,Online
4232,103,4812,2024-12-13,1,27.0,Online
4233,103,2320,2024-12-13,2,54.0,In-Store
4234,111,3337,2024-12-13,1,76.5,In-Store
4235,115,5880,2024-12-13,3,216.75,In-Store
4236,116,2407,2024-12-13,4,115.2,Online
4237,102,5288,2024-12-13,2,120.0,Online
4238,102,4574,2024-12-13,4,255.0,Online
4239,115,4839,2024-12-13,1,76.5,Online
4240,106,3130,2024-12-13,1,49.5,Online
4241,106,5248,2024-12-13,1,44.0,In-Store
4242,111,4969,2024-12-13,3,229.5,Online
4243,111,3035,2024-12-13,2,162.0,In-Store
4244,108,2039,2024-12-13,2,104.0,Online
4245,116,2295,2024-12-14,1,27.2,Online
4246,108,5636,2024-12-14,3,175.5,In-Store
4247,101,2207,2024-12-14,1,21.25,In-Store
4248,108,2227,2024-12-14,1,58.5,Online
4249,101,4211,2024-12-14,1,21.25,Online
4250,102,4919,2024-12-14,2,120.0,In-Store
4251,106,5139,2024-12-14,2,88.0,Online
4252,105,3239,2024-12-14,1,18.0,Online
4253,113,4137,2024-12-14,1,23.8,Online
4254,108,5979,2024-12-14,1,55.25,In-Store
4255,115,5090,2024-12-14,2,153.0,In-Store
4256,116,3945,2024-12-14,2,51.2,Online
4257,116,3686,2024-12-14,1,25.6,Online
4258,101,3654,2024-12-14,1,20.0,Online
4259,111,5884,2024-12-14,1,72.0,In-Store
4260,119,2926,2024-12-14,1,63.0,Online
4261,110,2165,2024-12-14,2,96.0,Online
4262,106,5727,2024-12-14,1,49.5,Online
4263,102,4401,2024-12-14,1,60.0,Online
4264,104,2513,2024-12-14,3,306.0,In-Store
4265,112,5269,2024-12-14,3,280.5,Online
4266,103,4615,2024-12-14,4,96.0,In-Store
4267,106,5727,2024-12-14,1,46.75,Online
4268,111,2005,2024-12-14,1,72.0,Online
4269,102,5558,2024-12-14,1,60.0,Online
4270,105,2282,2024-12-14,2,40.5,Online
4271,116,4046,2024-12-14,1,25.6,In-Store
4272,118,2714,2024-12-14,5,192.0,Online
4273,114,4943,2024-12-14,1,153.0,In-Store
4274,118,4678,2024-12-14,1,40.8,Online
4275,103,5443,2024-12-14,1,27.0,Online
4276,106,2304,2024-12-14,3,140.25,Online
4277,108,3449,2024-12-14,1,58.5,Online
4278,119,5439,2024-12-14,1,63.0,Online
4279,115,4664,2024-12-14,2,144.5,Online
4280,102,5143,2024-12-14,1,67.5,Online
4281,108,2058,2024-12-14,1,58.5,Online
4282,114,3424,2024-12-14,1,144.0,Online
4283,106,5987,2024-12-14,1,49.5,In-Store
4284,108,3474,2024-12-14,2,110.5,In-Store
4285,116,3112,2024-12-14,1,28.8,Online
4286,110,3654,2024-12-14,3,144.0,In-Store
4287,105,4589,2024-12-14,3,54.0,Online
4288,114,3832,2024-12-14,4,648.0,In-Store
4289,109,2278,2024-12-14,1,29.75,Online
4290,106,2901,2024-12-14,1,44.0,Online
4291,107,5509,2024-12-14,1,38.25,In-Store
4292,102,2413,2024-12-14,1,60.0,In-Store
4293,105,5499,2024-12-14,1,19.12,In-Store
4294,111,4084,2024-12-14,3,243.0,In-Store
4295,106,4894,2024-12-14,2,88.0,Online
4296,102,2917,2024-12-14,1,67.5,In-Store
4297,103,4611,2024-12-14,1,24.0,In-Store
4298,105,2574,2024-12-14,1,19.12,Online
4299,108,2927,2024-12-14,2,104.0,Online
4300,118,3574,2024-12-14,3,129.6,Online
4301,110,5076,2024-12-14,2,96.0,Online
4302,119,4542,2024-12-14,2,119.0,Online
4303,119,5373,2024-12-14,1,56.0,In-Store
4304,116,4907,2024-12-14,1,27.2,Online
4305,102,4162,2024-12-14,1,63.75,Online
4306,102,4373,2024-12-14,1,60.0,Online
4307,114,4661,2024-12-14,2,288.0,Online
4308,117,4185,2024-12-14,1,21.6,Online
4309,102,3758,2024-12-15,1,60.0,Online
4310,118,2914,2024-12-15,1,38.4,In-Store
4311,106,4964,2024-12-15,1,49.5,Online
4312,104,2265,2024-12-15,1,102.0,In-Store
4313,103,3545,2024-12-15,3,81.0,In-Store
4314,106,4541,2024-12-15,1,46.75,Online
4315,116,5130,2024-12-15,1,28.8,Online
4316,102,2205,2024-12-15,3,180.0,Online
4317,106,2239,2024-12-15,1,46.75,Online
4318,104,5139,2024-12-15,1,96.0,In-Store
4319,105,2689,2024-12-15,3,57.38,In-Store
4320,102,5454,2024-12-15,1,63.75,In-Store
4321,102,4228,2024-12-15,2,135.0,In-Store
4322,110,4246,2024-12-15,1,51.0,In-Store
4323,106,4066,2024-12-15,3,132.0,In-Store
4324,120,3265,2024-12-15,1,120.0,Online
4325,111,2881,2024-12-15,1,81.0,Online
4326,101,5641,2024-12-15,3,63.75,Online
4327,112,2565,2024-12-15,1,93.5,Online
4328,113,5837,2024-12-15,1,22.4,In-Store
4329,115,3236,2024-12-15,1,72.25,In-Store
4330,103,2227,2024-12-15,1,27.0,In-Store
4331,102,3065,2024-12-15,2,135.0,Online
4332,119,2953,2024-12-15,2,126.0,Online
4333,118,4791,2024-12-15,1,38.4,In-Store
4334,106,2684,2024-12-15,1,44.0,Online
4335,101,4939,2024-12-15,2,42.5,In-Store
4336,120,5177,2024-12-15,2,240.0,Online
4337,115,3956,2024-12-15,2,136.0,In-Store
4338,105,3077,2024-12-15,1,18.0,In-Store
4339,118,4144,2024-12-15,1,40.8,Online
4340,113,2301,2024-12-15,1,22.4,Online
4341,115,2833,2024-12-15,1,72.25,In-Store
4342,106,3758,2024-12-15,5,220.0,In-Store
4343,103,4978,2024-12-15,1,24.0,In-Store
4344,113,3271,2024-12-15,1,25.2,In-Store
4345,110,5315,2024-12-15,1,54.0,In-Store
4346,106,5100,2024-12-15,1,49.5,In-Store
4347,110,3868,2024-12-15,3,144.0,In-Store
4348,109,4066,2024-12-15,1,29.75,In-Store
4349,111,4130,2024-12-15,1,72.0,In-Store
4350,109,5270,2024-12-15,3,84.0,Online
4351,106,4977,2024-12-15,1,49.5,In-Store
4352,106,4527,2024-12-15,1,44.0,Online
4353,117,4100,2024-12-15,1,21.6,In-Store
4354,119,2049,2024-12-15,5,280.0,Online
4355,119,5139,2024-12-15,1,63.0,In-Store
4356,101,2301,2024-12-15,1,21.25,Online
4357,101,4581,2024-12-15,1,21.25,In-Store
4358,115,5833,2024-12-15,1,68.0,In-Store
4359,117,4156,2024-12-15,1,21.6,Online
4360,108,2262,2024-12-15,1,58.5,In-Store
4361,110,5033,2024-12-15,1,51.0,Online
4362,107,5513,2024-12-15,1,40.5,Online
4363,105,5737,2024-12-15,1,18.0,In-Store
4364,118,4928,2024-12-15,1,43.2,In-Store
4365,104,4864,2024-12-15,1,108.0,Online
4366,107,3645,2024-12-15,1,40.5,In-Store
4367,120,5401,2024-12-15,3,360.0,Online
4368,103,4715,2024-12-15,3,76.5,Online
4369,114,3912,2024-12-15,1,162.0,In-Store
4370,110,2869,2024-12-15,1,48.0,Online
4371,104,5338,2024-12-15,1,96.0,In-Store
4372,101,5738,2024-12-15,4,80.0,Online
4373,102,2741,2024-12-16,1,60.0,In-Store
4374,114,2301,2024-12-16,1,144.0,In-Store
4375,103,2147,2024-12-16,1,24.0,Online
4376,109,5401,2024-12-16,2,63.0,Online
4377,101,4581,2024-12-16,1,20.0,In-Store
4378,115,4398,2024-12-16,1,72.25,In-Store
4379,105,4724,2024-12-16,1,19.12,Online
4380,105,4812,2024-12-16,1,19.12,In-Store
4381,104,5596,2024-12-16,1,96.0,In-Store
4382,105,3350,2024-12-16,1,19.12,Online
4383,111,4585,2024-12-16,1,81.0,Online
4384,101,2832,2024-12-16,1,22.5,Online
4385,114,4825,2024-12-16,2,306.0,In-Store
4386,108,4943,2024-12-16,1,58.5,In-Store
4387,106,2662,2024-12-16,2,88.0,In-Store
4388,101,4936,2024-12-16,1,22.5,In-Store
4389,104,2816,2024-12-16,1,108.0,Online
4390,119,2985,2024-12-16,1,63.0,In-Store
4391,109,3146,2024-12-16,1,29.75,In-Store
4392,102,4342,2024-12-16,1,60.0,Online
4393,106,4870,2024-12-16,1,44.0,Online
4394,116,5139,2024-12-16,1,25.6,Online
4395,107,3879,2024-12-16,2,76.5,In-Store
4396,102,4053,2024-12-16,1,63.75,In-Store
4397,106,5401,2024-12-16,1,44.0,Online
4398,101,2973,2024-12-16,1,20.0,Online
4399,103,5635,2024-12-16,1,25.5,Online
4400,116,3796,2024-12-16,1,27.2,In-Store
4401,103,2069,2024-12-16,1,24.0,In-Store
4402,102,2452,2024-12-16,1,60.0,Online
4403,103,3655,2024-12-16,1,27.0,In-Store
4404,106,4044,2024-12-16,2,88.0,In-Store
4405,106,3077,2024-12-16,2,99.0,In-Store
4406,108,3111,2024-12-16,4,208.0,In-Store
4407,102,4112,2024-12-16,1,67.5,Online
4408,114,2884,2024-12-16,3,432.0,In-Store
4409,105,2498,2024-12-16,1,19.12,In-Store
4410,113,4362,2024-12-16,1,23.8,Online
4411,103,2380,2024-12-16,1,24.0,Online
4412,120,3385,2024-12-16,1,120.0,In-Store
4413,119,2431,2024-12-16,1,59.5,Online
4414,105,3796,2024-12-16,3,54.0,In-Store
4415,108,2546,2024-12-16,1,52.0,In-Store
4416,102,4074,2024-12-16,1,60.0,Online
4417,112,4051,2024-12-16,1,99.0,In-Store
4418,116,3389,2024-12-16,1,27.2,Online
4419,103,2426,2024-12-16,1,25.5,Online
4420,111,2943,2024-12-16,1,72.0,In-Store
4421,120,2816,2024-12-16,1,120.0,Online
4422,110,4156,2024-12-16,1,51.0,In-Store
4423,108,2978,2024-12-16,1,52.0,In-Store
4424,112,4743,2024-12-16,3,280.5,Online
4425,110,2547,2024-12-16,1,54.0,Online
4426,114,5677,2024-12-16,1,153.0,Online
4427,103,4626,2024-12-16,2,51.0,Online
4428,116,2289,2024-12-17,1,27.2,In-Store
4429,117,3044,2024-12-17,2,40.8,Online
4430,103,4978,2024-12-17,2,54.0,In-Store
4431,103,5111,2024-12-17,1,25.5,In-Store
4432,111,3330,2024-12-17,2,144.0,Online
4433,107,4000,2024-12-17,1,36.0,Online
4434,115,3620,2024-12-17,2,144.5,In-Store
4435,102,2464,2024-12-17,3,180.0,In-Store
4436,110,2080,2024-12-17,3,153.0,In-Store
4437,117,5270,2024-12-17,2,43.2,In-Store
4438,116,5312,2024-12-17,1,28.8,Online
4439,118,3982,2024-12-17,2,81.6,In-Store
4440,106,5393,2024-12-17,1,49.5,Online
4441,103,5635,2024-12-17,1,24.0,In-Store
4442,101,4228,2024-12-17,3,67.5,Online
4443,110,4332,2024-12-17,1,51.0,In-Store
4444,103,4766,2024-12-17,1,25.5,Online
4445,106,4347,2024-12-17,2,88.0,In-Store
4446,106,2662,2024-12-17,1,46.75,Online
4447,112,2053,2024-12-17,4,352.0,Online
4448,120,5824,2024-12-17,2,240.0,Online
4449,104,3111,2024-12-17,1,96.0,In-Store
4450,106,5075,2024-12-17,1,46.75,In-Store
4451,119,4123,2024-12-17,2,126.0,In-Store
4452,114,5184,2024-12-17,2,306.0,In-Store
4453,117,3521,2024-12-17,4,86.4,Online
4454,115,3887,2024-12-17,2,153.0,Online
4455,101,3247,2024-12-17,1,21.25,Online
4456,106,5934,2024-12-17,3,132.0,In-Store
4457,105,5447,2024-12-17,2,36.0,Online
4458,110,3688,2024-12-17,1,54.0,In-Store
4459,107,3381,2024-12-17,3,108.0,In-Store
4460,115,4434,2024-12-17,2,153.0,Online
4461,113,3849,2024-12-17,1,25.2,Online
4462,107,3984,2024-12-17,2,81.0,In-Store
4463,103,3581,2024-12-17,2,54.0,In-Store
4464,104,2981,2024-12-17,2,192.0,Online
4465,111,2416,2024-12-17,3,243.0,In-Store
4466,104,5731,2024-12-17,2,192.0,Online
4467,115,2378,2024-12-17,1,76.5,Online
4468,106,4943,2024-12-17,1,44.0,In-Store
4469,101,3177,2024-12-17,1,20.0,In-Store
4470,110,5310,2024-12-17,1,54.0,Online
4471,116,2265,2024-12-17,1,28.8,In-Store
4472,109,3461,2024-12-17,1,31.5,In-Store
4473,118,4715,2024-12-17,3,122.4,In-Store
4474,110,3283,2024-12-17,1,51.0,In-Store
4475,115,4311,2024-12-17,4,272.0,In-Store
4476,115,5999,2024-12-17,1,76.5,In-Store
4477,105,2711,2024-12-17,1,19.12,Online
4478,108,4298,2024-12-17,1,52.0,Online
4479,106,3540,2024-12-17,2,99.0,In-Store
4480,101,4881,2024-12-17,1,21.25,Online
4481,107,5358,2024-12-17,1,38.25,Online
4482,107,5090,2024-12-17,1,38.25,Online
4483,109,5108,2024-12-17,1,28.0,In-Store
4484,118,2098,2024-12-17,3,129.6,Online
4485,111,2010,2024-12-17,3,243.0,In-Store
4486,110,4486,2024-12-17,4,216.0,Online
4487,101,2499,2024-12-17,1,20.0,In-Store
4488,102,4074,2024-12-17,1,60.0,Online
4489,105,2650,2024-12-17,1,19.12,Online
4490,115,5128,2024-12-18,1,76.5,Online
4491,117,2313,2024-12-18,1,21.6,Online
4492,106,2321,2024-12-18,2,93.5,Online
4493,108,5139,2024-12-18,1,55.25,In-Store
4494,106,2530,2024-12-18,1,49.5,In-Store
4495,111,3275,2024-12-18,3,229.5,In-Store
4496,117,4098,2024-12-18,1,19.2,Online
4497,112,4943,2024-12-18,1,99.0,Online
4498,106,2898,2024-12-18,1,49.5,Online
4499,117,2725,2024-12-18,2,43.2,Online
4500,103,2249,2024-12-18,4,102.0,Online
4501,116,3708,2024-12-18,2,57.6,Online
4502,102,4081,2024-12-18,1,63.75,In-Store
4503,109,4292,2024-12-18,2,59.5,Online
4504,111,5088,2024-12-18,5,405.0,Online
4505,103,4242,2024-12-18,1,25.5,Online
4506,109,2660,2024-12-18,1,28.0,Online
4507,111,2981,2024-12-18,2,162.0,In-Store
4508,116,5855,2024-12-18,3,76.8,Online
4509,111,4143,2024-12-18,2,162.0,In-Store
4510,105,2762,2024-12-18,2,36.0,Online
